Order ID,Order Date,Year,Month,Month-Year,Customer ID,Customer Name,Region,Category,Product,Quantity,Unit Price ($),Total Amount ($),Payment Method,Status
ORD-2025155,16-11-2025,2025,Nov,2025-11,CUST-1006,Neha Gupta,East,Home & Kitchen,Desk Lamp,2,280.34,560.68,Debit Card,Completed
ORD-2025156,09-12-2025,2025,Dec,2025-12,CUST-1007,Siddharth Rao,South,Electronics,Smartwatch,1,322.7,322.7,Net Banking,Completed
ORD-2025157,09-07-2025,2025,Jul,2025-07,CUST-1006,Neha Gupta,East,Electronics,Wireless Headphones,2,712.14,1424.28,Credit Card,Completed
ORD-2025158,23-05-2025,2025,May,2025-05,CUST-1002,Priya Patel,West,Clothing,Leather Belt,3,86.91,260.73,Debit Card,Completed
ORD-2025159,19-09-2025,2025,Sep,2025-09,CUST-1005,Vikram Singh,West,Clothing,Hoodie,1,86.76,86.76,Credit Card,Completed
ORD-2025160,22-10-2025,2025,Oct,2025-10,CUST-1006,Neha Gupta,East,Books & Media,Python Programming Book,5,43.79,218.95,Debit Card,Completed
ORD-2025161,13-03-2025,2025,Mar,2025-03,CUST-1003,Rohan Verma,North,Clothing,Hoodie,2,61.88,123.76,Credit Card,Cancelled
ORD-2025162,09-06-2025,2025,Jun,2025-06,CUST-1006,Neha Gupta,East,Books & Media,Python Programming Book,5,12.98,64.9,Net Banking,Completed
ORD-2025163,09-04-2025,2025,Apr,2025-04,CUST-1005,Vikram Singh,West,Home & Kitchen,Coffee Maker,2,119.64,239.28,Net Banking,Completed
ORD-2025164,06-08-2025,2025,Aug,2025-08,CUST-1002,Priya Patel,West,Home & Kitchen,Blender,2,60.6,121.2,Credit Card,Completed
ORD-2025165,22-07-2025,2025,Jul,2025-07,CUST-1010,Sneha Kulkarni,West,Books & Media,Audiobook Subscription,3,12.22,36.66,UPI,Completed
ORD-2025166,30-08-2025,2025,Aug,2025-08,CUST-1004,Ananya Iyer,South,Home & Kitchen,Air Fryer,2,35.93,71.86,Net Banking,Completed
ORD-2025167,06-07-2025,2025,Jul,2025-07,CUST-1007,Siddharth Rao,South,Books & Media,Python Programming Book,5,47.25,236.25,Credit Card,Completed
ORD-2025168,07-12-2025,2025,Dec,2025-12,CUST-1002,Priya Patel,West,Clothing,Cotton T-Shirt,1,27.75,27.75,Debit Card,Pending
ORD-2025169,14-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Clothing,Running Shoes,5,63.13,315.65,Net Banking,Completed
ORD-2025170,04-06-2025,2025,Jun,2025-06,CUST-1005,Vikram Singh,West,Clothing,Leather Belt,3,36.37,109.11,Credit Card,Completed
ORD-2025171,24-10-2025,2025,Oct,2025-10,CUST-1006,Neha Gupta,East,Books & Media,Productivity Planner,3,43.33,129.99,UPI,Cancelled
ORD-2025172,27-08-2025,2025,Aug,2025-08,CUST-1010,Sneha Kulkarni,West,Electronics,Laptop,4,541.24,2164.96,Net Banking,Completed
ORD-2025173,15-03-2025,2025,Mar,2025-03,CUST-1008,Pooja Mukherjee,East,Electronics,Laptop,3,855.16,2565.48,Credit Card,Completed
ORD-2025174,16-11-2025,2025,Nov,2025-11,CUST-1008,Pooja Mukherjee,East,Home & Kitchen,Ergonomic Chair,2,263.61,527.22,Debit Card,Completed
ORD-2025175,02-08-2025,2025,Aug,2025-08,CUST-1002,Priya Patel,West,Home & Kitchen,Coffee Maker,2,106.32,212.64,Credit Card,Cancelled
ORD-2025176,09-04-2025,2025,Apr,2025-04,CUST-1003,Rohan Verma,North,Clothing,Hoodie,2,97.14,194.28,Debit Card,Completed
ORD-2025177,07-04-2025,2025,Apr,2025-04,CUST-1009,Amit Joshi,West,Clothing,Denim Jacket,1,77.23,77.23,Net Banking,Pending
ORD-2025178,18-09-2025,2025,Sep,2025-09,CUST-1003,Rohan Verma,North,Books & Media,Data Science Handbook,1,15.48,15.48,Debit Card,Completed
ORD-2025179,10-11-2025,2025,Nov,2025-11,CUST-1010,Sneha Kulkarni,West,Electronics,Wireless Headphones,2,531.26,1062.52,Credit Card,Completed
ORD-2025180,17-12-2025,2025,Dec,2025-12,CUST-1009,Amit Joshi,West,Electronics,Laptop,2,412.89,825.78,UPI,Completed
ORD-2025181,18-07-2025,2025,Jul,2025-07,CUST-1009,Amit Joshi,West,Books & Media,Data Science Handbook,3,49.84,149.52,Credit Card,Completed
ORD-2025182,19-07-2025,2025,Jul,2025-07,CUST-1004,Ananya Iyer,South,Books & Media,Data Science Handbook,2,20.02,40.04,UPI,Completed
ORD-2025183,07-09-2025,2025,Sep,2025-09,CUST-1004,Ananya Iyer,South,Home & Kitchen,Coffee Maker,2,271.96,543.92,Net Banking,Completed
ORD-2025184,25-04-2025,2025,Apr,2025-04,CUST-1005,Vikram Singh,West,Home & Kitchen,Coffee Maker,4,271.94,1087.76,UPI,Completed
ORD-2025185,06-12-2025,2025,Dec,2025-12,CUST-1010,Sneha Kulkarni,West,Home & Kitchen,Desk Lamp,3,227.47,682.41,Credit Card,Completed
ORD-2025186,04-06-2025,2025,Jun,2025-06,CUST-1002,Priya Patel,West,Clothing,Denim Jacket,1,53.99,53.99,Debit Card,Completed
ORD-2025187,30-01-2025,2025,Jan,2025-01,CUST-1004,Ananya Iyer,South,Electronics,Smartwatch,4,220.52,882.08,Credit Card,Pending
ORD-2025188,06-04-2025,2025,Apr,2025-04,CUST-1007,Siddharth Rao,South,Books & Media,Sci-Fi Novel,2,28.45,56.9,Net Banking,Pending
ORD-2025189,12-03-2025,2025,Mar,2025-03,CUST-1003,Rohan Verma,North,Books & Media,Sci-Fi Novel,4,55.99,223.96,Credit Card,Completed
ORD-2025190,24-02-2025,2025,Feb,2025-02,CUST-1001,Aarav Sharma,North,Books & Media,Sci-Fi Novel,3,32.84,98.52,Net Banking,Completed
ORD-2025191,03-09-2025,2025,Sep,2025-09,CUST-1004,Ananya Iyer,South,Clothing,Leather Belt,4,92.99,371.96,Credit Card,Completed
ORD-2025192,04-09-2025,2025,Sep,2025-09,CUST-1002,Priya Patel,West,Electronics,Smartwatch,3,384.63,1153.89,Debit Card,Completed
ORD-2025193,09-02-2025,2025,Feb,2025-02,CUST-1009,Amit Joshi,West,Clothing,Hoodie,4,68.54,274.16,Debit Card,Completed
ORD-2025194,22-12-2025,2025,Dec,2025-12,CUST-1001,Aarav Sharma,North,Home & Kitchen,Ergonomic Chair,2,63.02,126.04,Net Banking,Completed
ORD-2025195,23-03-2025,2025,Mar,2025-03,CUST-1009,Amit Joshi,West,Clothing,Hoodie,5,90.81,454.05,UPI,Completed
ORD-2025196,20-12-2025,2025,Dec,2025-12,CUST-1002,Priya Patel,West,Clothing,Running Shoes,2,20.37,40.74,Debit Card,Completed
ORD-2025197,17-03-2025,2025,Mar,2025-03,CUST-1008,Pooja Mukherjee,East,Books & Media,Sci-Fi Novel,2,19.2,38.4,UPI,Completed
ORD-2025198,04-09-2025,2025,Sep,2025-09,CUST-1001,Aarav Sharma,North,Clothing,Cotton T-Shirt,1,99.62,99.62,Net Banking,Completed
ORD-2025199,03-01-2025,2025,Jan,2025-01,CUST-1001,Aarav Sharma,North,Home & Kitchen,Coffee Maker,2,79.43,158.86,UPI,Cancelled
ORD-2025200,29-07-2025,2025,Jul,2025-07,CUST-1004,Ananya Iyer,South,Clothing,Cotton T-Shirt,5,30.42,152.1,Net Banking,Completed
ORD-2025201,23-12-2025,2025,Dec,2025-12,CUST-1007,Siddharth Rao,South,Home & Kitchen,Blender,3,213.47,640.41,Net Banking,Completed
ORD-2025202,05-08-2025,2025,Aug,2025-08,CUST-1003,Rohan Verma,North,Clothing,Denim Jacket,5,54.65,273.25,Debit Card,Completed
ORD-2025203,03-04-2025,2025,Apr,2025-04,CUST-1005,Vikram Singh,West,Clothing,Leather Belt,5,66.81,334.05,UPI,Completed
ORD-2025204,11-02-2025,2025,Feb,2025-02,CUST-1007,Siddharth Rao,South,Books & Media,Python Programming Book,5,25.16,125.8,UPI,Completed
ORD-2025205,27-07-2025,2025,Jul,2025-07,CUST-1001,Aarav Sharma,North,Home & Kitchen,Ergonomic Chair,2,56.21,112.42,UPI,Completed
ORD-2025206,12-10-2025,2025,Oct,2025-10,CUST-1005,Vikram Singh,West,Electronics,Smartphone,4,1099.96,4399.84,Net Banking,Cancelled
ORD-2025207,16-09-2025,2025,Sep,2025-09,CUST-1004,Ananya Iyer,South,Books & Media,Data Science Handbook,3,21.56,64.68,UPI,Completed
ORD-2025208,27-08-2025,2025,Aug,2025-08,CUST-1004,Ananya Iyer,South,Home & Kitchen,Desk Lamp,4,132.59,530.36,Debit Card,Completed
ORD-2025209,20-01-2025,2025,Jan,2025-01,CUST-1006,Neha Gupta,East,Books & Media,Python Programming Book,3,50.04,150.12,Net Banking,Completed
ORD-2025210,05-02-2025,2025,Feb,2025-02,CUST-1001,Aarav Sharma,North,Electronics,Smartwatch,2,502.98,1005.96,Net Banking,Completed
ORD-2025211,31-03-2025,2025,Mar,2025-03,CUST-1009,Amit Joshi,West,Clothing,Running Shoes,3,69.24,207.72,Net Banking,Completed
ORD-2025212,25-10-2025,2025,Oct,2025-10,CUST-1002,Priya Patel,West,Clothing,Cotton T-Shirt,1,87.66,87.66,UPI,Completed
ORD-2025213,09-12-2025,2025,Dec,2025-12,CUST-1006,Neha Gupta,East,Home & Kitchen,Air Fryer,2,212.18,424.36,Debit Card,Completed
ORD-2025214,23-09-2025,2025,Sep,2025-09,CUST-1004,Ananya Iyer,South,Books & Media,Python Programming Book,3,11.18,33.54,UPI,Completed
ORD-2025215,19-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Electronics,Wireless Headphones,5,171.06,855.3,Net Banking,Completed
ORD-2025216,10-01-2025,2025,Jan,2025-01,CUST-1004,Ananya Iyer,South,Clothing,Denim Jacket,3,70.5,211.5,Debit Card,Completed
ORD-2025217,25-06-2025,2025,Jun,2025-06,CUST-1002,Priya Patel,West,Books & Media,Productivity Planner,3,29.37,88.11,Debit Card,Completed
ORD-2025218,25-02-2025,2025,Feb,2025-02,CUST-1005,Vikram Singh,West,Home & Kitchen,Ergonomic Chair,1,180.26,180.26,Debit Card,Completed
ORD-2025219,11-01-2025,2025,Jan,2025-01,CUST-1004,Ananya Iyer,South,Books & Media,Data Science Handbook,5,15.51,77.55,UPI,Pending
ORD-2025220,31-10-2025,2025,Oct,2025-10,CUST-1005,Vikram Singh,West,Clothing,Leather Belt,4,100.62,402.48,Credit Card,Pending
ORD-2025221,26-05-2025,2025,May,2025-05,CUST-1006,Neha Gupta,East,Clothing,Denim Jacket,5,93.93,469.65,Net Banking,Completed
ORD-2025222,27-12-2025,2025,Dec,2025-12,CUST-1003,Rohan Verma,North,Home & Kitchen,Ergonomic Chair,1,264.66,264.66,Debit Card,Completed
ORD-2025223,28-03-2025,2025,Mar,2025-03,CUST-1007,Siddharth Rao,South,Electronics,4K Monitor,2,308.93,617.86,Debit Card,Completed
ORD-2025224,19-07-2025,2025,Jul,2025-07,CUST-1003,Rohan Verma,North,Books & Media,Data Science Handbook,5,29.01,145.05,Net Banking,Completed
ORD-2025225,10-02-2025,2025,Feb,2025-02,CUST-1002,Priya Patel,West,Electronics,Smartwatch,4,247.05,988.2,UPI,Completed
ORD-2025226,11-05-2025,2025,May,2025-05,CUST-1009,Amit Joshi,West,Books & Media,Python Programming Book,4,19.1,76.4,UPI,Pending
ORD-2025227,26-12-2025,2025,Dec,2025-12,CUST-1004,Ananya Iyer,South,Electronics,4K Monitor,5,1106.66,5533.3,Credit Card,Completed
ORD-2025228,15-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Clothing,Leather Belt,1,23.68,23.68,UPI,Completed
ORD-2025229,24-11-2025,2025,Nov,2025-11,CUST-1004,Ananya Iyer,South,Books & Media,Audiobook Subscription,3,32.37,97.11,Credit Card,Completed
ORD-2025230,31-05-2025,2025,May,2025-05,CUST-1003,Rohan Verma,North,Electronics,4K Monitor,2,959.69,1919.38,Net Banking,Completed
ORD-2025231,06-01-2025,2025,Jan,2025-01,CUST-1001,Aarav Sharma,North,Electronics,Laptop,2,161.9,323.8,Debit Card,Pending
ORD-2025232,26-05-2025,2025,May,2025-05,CUST-1001,Aarav Sharma,North,Electronics,Smartphone,1,808.14,808.14,Debit Card,Completed
ORD-2025233,20-05-2025,2025,May,2025-05,CUST-1002,Priya Patel,West,Books & Media,Sci-Fi Novel,3,48.03,144.09,Debit Card,Completed
ORD-2025234,02-05-2025,2025,May,2025-05,CUST-1006,Neha Gupta,East,Clothing,Running Shoes,4,80.75,323,Net Banking,Completed
ORD-2025235,08-10-2025,2025,Oct,2025-10,CUST-1004,Ananya Iyer,South,Clothing,Denim Jacket,4,34.17,136.68,Net Banking,Completed
ORD-2025236,06-10-2025,2025,Oct,2025-10,CUST-1005,Vikram Singh,West,Electronics,Smartwatch,3,1166.87,3500.61,Net Banking,Completed
ORD-2025237,06-05-2025,2025,May,2025-05,CUST-1007,Siddharth Rao,South,Home & Kitchen,Blender,3,220.84,662.52,Credit Card,Pending
ORD-2025238,03-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Clothing,Denim Jacket,5,57.72,288.6,Debit Card,Completed
ORD-2025239,28-11-2025,2025,Nov,2025-11,CUST-1006,Neha Gupta,East,Home & Kitchen,Blender,1,275.52,275.52,Credit Card,Pending
ORD-2025240,26-12-2025,2025,Dec,2025-12,CUST-1006,Neha Gupta,East,Clothing,Leather Belt,1,69.53,69.53,Net Banking,Cancelled
ORD-2025241,02-04-2025,2025,Apr,2025-04,CUST-1008,Pooja Mukherjee,East,Electronics,Wireless Headphones,5,235.72,1178.6,Debit Card,Completed
ORD-2025242,17-12-2025,2025,Dec,2025-12,CUST-1005,Vikram Singh,West,Electronics,4K Monitor,3,198.56,595.68,UPI,Completed
ORD-2025243,03-01-2025,2025,Jan,2025-01,CUST-1003,Rohan Verma,North,Books & Media,Python Programming Book,1,22.34,22.34,Net Banking,Completed
ORD-2025244,16-05-2025,2025,May,2025-05,CUST-1008,Pooja Mukherjee,East,Electronics,Smartphone,4,629.16,2516.64,Debit Card,Completed
ORD-2025245,22-05-2025,2025,May,2025-05,CUST-1009,Amit Joshi,West,Books & Media,Audiobook Subscription,5,42.02,210.1,Net Banking,Completed
ORD-2025246,01-04-2025,2025,Apr,2025-04,CUST-1007,Siddharth Rao,South,Books & Media,Python Programming Book,3,22.23,66.69,Debit Card,Completed
ORD-2025247,18-02-2025,2025,Feb,2025-02,CUST-1001,Aarav Sharma,North,Home & Kitchen,Desk Lamp,3,183.15,549.45,Debit Card,Completed
ORD-2025248,14-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Electronics,Wireless Headphones,5,249.24,1246.2,Debit Card,Completed
ORD-2025249,01-09-2025,2025,Sep,2025-09,CUST-1005,Vikram Singh,West,Home & Kitchen,Ergonomic Chair,5,300.34,1501.7,Credit Card,Completed
ORD-2025250,30-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Home & Kitchen,Ergonomic Chair,2,264.4,528.8,Debit Card,Completed
ORD-2025251,18-05-2025,2025,May,2025-05,CUST-1006,Neha Gupta,East,Books & Media,Sci-Fi Novel,4,45.52,182.08,Credit Card,Completed
ORD-2025252,30-09-2025,2025,Sep,2025-09,CUST-1010,Sneha Kulkarni,West,Books & Media,Data Science Handbook,3,31.15,93.45,UPI,Completed
ORD-2025253,26-11-2025,2025,Nov,2025-11,CUST-1007,Siddharth Rao,South,Books & Media,Sci-Fi Novel,5,34.2,171,Debit Card,Completed
ORD-2025254,27-12-2025,2025,Dec,2025-12,CUST-1002,Priya Patel,West,Electronics,Laptop,2,1100.99,2201.98,Debit Card,Completed
ORD-2025255,12-04-2025,2025,Apr,2025-04,CUST-1001,Aarav Sharma,North,Electronics,Smartphone,3,145,435,Debit Card,Completed
ORD-2025256,29-10-2025,2025,Oct,2025-10,CUST-1005,Vikram Singh,West,Books & Media,Python Programming Book,1,55.97,55.97,UPI,Completed
ORD-2025257,24-01-2025,2025,Jan,2025-01,CUST-1008,Pooja Mukherjee,East,Clothing,Denim Jacket,4,102.98,411.92,Debit Card,Completed
ORD-2025258,11-03-2025,2025,Mar,2025-03,CUST-1010,Sneha Kulkarni,West,Electronics,Smartphone,2,1194.08,2388.16,Credit Card,Completed
ORD-2025259,04-10-2025,2025,Oct,2025-10,CUST-1005,Vikram Singh,West,Clothing,Cotton T-Shirt,2,59.06,118.12,UPI,Completed
ORD-2025260,24-04-2025,2025,Apr,2025-04,CUST-1010,Sneha Kulkarni,West,Books & Media,Audiobook Subscription,4,41.58,166.32,Debit Card,Pending
ORD-2025261,13-06-2025,2025,Jun,2025-06,CUST-1005,Vikram Singh,West,Clothing,Cotton T-Shirt,4,51.25,205,Net Banking,Completed
ORD-2025262,12-04-2025,2025,Apr,2025-04,CUST-1009,Amit Joshi,West,Books & Media,Data Science Handbook,4,30.86,123.44,Credit Card,Completed
ORD-2025263,05-01-2025,2025,Jan,2025-01,CUST-1006,Neha Gupta,East,Books & Media,Sci-Fi Novel,2,30.14,60.28,Net Banking,Completed
ORD-2025264,27-04-2025,2025,Apr,2025-04,CUST-1001,Aarav Sharma,North,Home & Kitchen,Blender,4,97.97,391.88,UPI,Completed
ORD-2025265,05-02-2025,2025,Feb,2025-02,CUST-1005,Vikram Singh,West,Home & Kitchen,Desk Lamp,2,261.44,522.88,UPI,Completed
ORD-2025266,25-01-2025,2025,Jan,2025-01,CUST-1006,Neha Gupta,East,Electronics,4K Monitor,3,475.3,1425.9,Credit Card,Completed
ORD-2025267,05-07-2025,2025,Jul,2025-07,CUST-1010,Sneha Kulkarni,West,Clothing,Running Shoes,2,68.74,137.48,Debit Card,Completed
ORD-2025268,18-12-2025,2025,Dec,2025-12,CUST-1002,Priya Patel,West,Books & Media,Python Programming Book,3,52.77,158.31,Debit Card,Completed
ORD-2025269,29-09-2025,2025,Sep,2025-09,CUST-1010,Sneha Kulkarni,West,Books & Media,Productivity Planner,4,20.17,80.68,Debit Card,Completed
ORD-2025270,20-02-2025,2025,Feb,2025-02,CUST-1002,Priya Patel,West,Clothing,Leather Belt,3,88.25,264.75,Credit Card,Completed
ORD-2025271,16-06-2025,2025,Jun,2025-06,CUST-1002,Priya Patel,West,Books & Media,Productivity Planner,5,23.81,119.05,Credit Card,Completed
ORD-2025272,24-01-2025,2025,Jan,2025-01,CUST-1001,Aarav Sharma,North,Electronics,Smartphone,4,1041.56,4166.24,Credit Card,Completed
ORD-2025273,02-03-2025,2025,Mar,2025-03,CUST-1006,Neha Gupta,East,Clothing,Leather Belt,1,78.85,78.85,Credit Card,Completed
ORD-2025274,25-06-2025,2025,Jun,2025-06,CUST-1007,Siddharth Rao,South,Clothing,Denim Jacket,1,40.32,40.32,Credit Card,Completed
ORD-2025275,04-04-2025,2025,Apr,2025-04,CUST-1007,Siddharth Rao,South,Electronics,4K Monitor,2,789.2,1578.4,Net Banking,Completed
ORD-2025276,25-02-2025,2025,Feb,2025-02,CUST-1010,Sneha Kulkarni,West,Clothing,Denim Jacket,4,79.06,316.24,Credit Card,Completed
ORD-2025277,07-05-2025,2025,May,2025-05,CUST-1003,Rohan Verma,North,Clothing,Denim Jacket,4,72.43,289.72,Credit Card,Completed
ORD-2025278,04-12-2025,2025,Dec,2025-12,CUST-1009,Amit Joshi,West,Electronics,Wireless Headphones,4,331.1,1324.4,Credit Card,Completed
ORD-2025279,28-06-2025,2025,Jun,2025-06,CUST-1008,Pooja Mukherjee,East,Home & Kitchen,Ergonomic Chair,5,157.15,785.75,Net Banking,Completed
ORD-2025280,18-09-2025,2025,Sep,2025-09,CUST-1008,Pooja Mukherjee,East,Electronics,Smartwatch,1,947.17,947.17,Debit Card,Completed
ORD-2025281,15-03-2025,2025,Mar,2025-03,CUST-1004,Ananya Iyer,South,Electronics,Wireless Headphones,5,409.02,2045.1,UPI,Completed
ORD-2025282,09-04-2025,2025,Apr,2025-04,CUST-1007,Siddharth Rao,South,Electronics,Wireless Headphones,5,445.84,2229.2,Credit Card,Completed
ORD-2025283,17-11-2025,2025,Nov,2025-11,CUST-1009,Amit Joshi,West,Books & Media,Data Science Handbook,1,26.39,26.39,Net Banking,Completed
ORD-2025284,27-08-2025,2025,Aug,2025-08,CUST-1003,Rohan Verma,North,Electronics,Wireless Headphones,4,517.67,2070.68,Net Banking,Completed
ORD-2025285,02-06-2025,2025,Jun,2025-06,CUST-1003,Rohan Verma,North,Books & Media,Python Programming Book,1,54.3,54.3,Credit Card,Pending
ORD-2025286,06-02-2025,2025,Feb,2025-02,CUST-1001,Aarav Sharma,North,Electronics,Wireless Headphones,3,470.65,1411.95,Credit Card,Completed
ORD-2025287,26-09-2025,2025,Sep,2025-09,CUST-1002,Priya Patel,West,Books & Media,Audiobook Subscription,2,19.45,38.9,Credit Card,Completed
ORD-2025288,12-05-2025,2025,May,2025-05,CUST-1006,Neha Gupta,East,Clothing,Denim Jacket,2,106.59,213.18,Net Banking,Completed
ORD-2025289,09-05-2025,2025,May,2025-05,CUST-1007,Siddharth Rao,South,Electronics,Laptop,5,234.47,1172.35,Net Banking,Completed
ORD-2025290,28-08-2025,2025,Aug,2025-08,CUST-1003,Rohan Verma,North,Books & Media,Sci-Fi Novel,5,45.34,226.7,Net Banking,Completed
ORD-2025291,17-08-2025,2025,Aug,2025-08,CUST-1009,Amit Joshi,West,Electronics,Wireless Headphones,1,242.42,242.42,Credit Card,Completed
ORD-2025292,26-05-2025,2025,May,2025-05,CUST-1008,Pooja Mukherjee,East,Books & Media,Audiobook Subscription,3,27.33,81.99,Net Banking,Completed
ORD-2025293,12-12-2025,2025,Dec,2025-12,CUST-1004,Ananya Iyer,South,Home & Kitchen,Blender,4,251.52,1006.08,Debit Card,Completed
ORD-2025294,08-05-2025,2025,May,2025-05,CUST-1003,Rohan Verma,North,Home & Kitchen,Ergonomic Chair,1,168.11,168.11,Net Banking,Pending
ORD-2025295,09-02-2025,2025,Feb,2025-02,CUST-1007,Siddharth Rao,South,Clothing,Denim Jacket,3,73.97,221.91,Debit Card,Completed
ORD-2025296,15-02-2025,2025,Feb,2025-02,CUST-1005,Vikram Singh,West,Clothing,Denim Jacket,2,34.99,69.98,Credit Card,Completed
ORD-2025297,07-11-2025,2025,Nov,2025-11,CUST-1008,Pooja Mukherjee,East,Electronics,Wireless Headphones,4,124.08,496.32,Debit Card,Completed
ORD-2025298,21-06-2025,2025,Jun,2025-06,CUST-1002,Priya Patel,West,Books & Media,Audiobook Subscription,3,13.54,40.62,Net Banking,Completed
ORD-2025299,04-04-2025,2025,Apr,2025-04,CUST-1002,Priya Patel,West,Books & Media,Python Programming Book,4,12.52,50.08,UPI,Completed
ORD-2025300,05-11-2025,2025,Nov,2025-11,CUST-1001,Aarav Sharma,North,Clothing,Leather Belt,3,77.14,231.42,Credit Card,Completed
ORD-2025301,01-10-2025,2025,Oct,2025-10,CUST-1007,Siddharth Rao,South,Home & Kitchen,Coffee Maker,5,172.8,864,Credit Card,Completed
ORD-2025302,28-07-2025,2025,Jul,2025-07,CUST-1006,Neha Gupta,East,Home & Kitchen,Ergonomic Chair,5,78.62,393.1,Debit Card,Completed
ORD-2025303,26-05-2025,2025,May,2025-05,CUST-1006,Neha Gupta,East,Books & Media,Sci-Fi Novel,1,37.09,37.09,Net Banking,Cancelled
ORD-2025304,27-01-2025,2025,Jan,2025-01,CUST-1007,Siddharth Rao,South,Home & Kitchen,Blender,4,101.57,406.28,Credit Card,Completed
ORD-2025305,21-08-2025,2025,Aug,2025-08,CUST-1007,Siddharth Rao,South,Books & Media,Data Science Handbook,1,55.7,55.7,Credit Card,Completed
ORD-2025306,25-01-2025,2025,Jan,2025-01,CUST-1006,Neha Gupta,East,Electronics,Laptop,5,692.58,3462.9,Debit Card,Cancelled
ORD-2025307,25-02-2025,2025,Feb,2025-02,CUST-1007,Siddharth Rao,South,Electronics,4K Monitor,4,814.44,3257.76,UPI,Completed
ORD-2025308,05-09-2025,2025,Sep,2025-09,CUST-1004,Ananya Iyer,South,Books & Media,Sci-Fi Novel,5,39.08,195.4,Net Banking,Completed
ORD-2025309,12-04-2025,2025,Apr,2025-04,CUST-1007,Siddharth Rao,South,Electronics,4K Monitor,1,980.3,980.3,Net Banking,Completed
ORD-2025310,18-02-2025,2025,Feb,2025-02,CUST-1009,Amit Joshi,West,Clothing,Cotton T-Shirt,5,109.35,546.75,Credit Card,Completed
ORD-2025311,30-03-2025,2025,Mar,2025-03,CUST-1001,Aarav Sharma,North,Books & Media,Audiobook Subscription,4,33.37,133.48,Net Banking,Completed
ORD-2025312,12-12-2025,2025,Dec,2025-12,CUST-1004,Ananya Iyer,South,Clothing,Denim Jacket,3,96.61,289.83,Debit Card,Completed
ORD-2025313,25-05-2025,2025,May,2025-05,CUST-1004,Ananya Iyer,South,Home & Kitchen,Desk Lamp,4,167.69,670.76,Debit Card,Completed
ORD-2025314,26-06-2025,2025,Jun,2025-06,CUST-1001,Aarav Sharma,North,Books & Media,Audiobook Subscription,4,19.08,76.32,Credit Card,Cancelled
ORD-2025315,25-06-2025,2025,Jun,2025-06,CUST-1002,Priya Patel,West,Books & Media,Audiobook Subscription,2,26.3,52.6,Net Banking,Completed
ORD-2025316,16-04-2025,2025,Apr,2025-04,CUST-1003,Rohan Verma,North,Electronics,Laptop,3,507.1,1521.3,Credit Card,Completed
ORD-2025317,27-05-2025,2025,May,2025-05,CUST-1007,Siddharth Rao,South,Clothing,Denim Jacket,2,40.73,81.46,Credit Card,Cancelled
ORD-2025318,13-09-2025,2025,Sep,2025-09,CUST-1005,Vikram Singh,West,Home & Kitchen,Blender,5,312.47,1562.35,Net Banking,Completed
ORD-2025319,01-06-2025,2025,Jun,2025-06,CUST-1001,Aarav Sharma,North,Home & Kitchen,Blender,3,195.72,587.16,Credit Card,Completed
ORD-2025320,01-04-2025,2025,Apr,2025-04,CUST-1006,Neha Gupta,East,Home & Kitchen,Air Fryer,5,215.9,1079.5,Net Banking,Pending
ORD-2025321,06-12-2025,2025,Dec,2025-12,CUST-1001,Aarav Sharma,North,Books & Media,Python Programming Book,2,52.26,104.52,UPI,Pending
ORD-2025322,26-11-2025,2025,Nov,2025-11,CUST-1001,Aarav Sharma,North,Books & Media,Audiobook Subscription,5,38.64,193.2,Net Banking,Completed
ORD-2025323,10-02-2025,2025,Feb,2025-02,CUST-1007,Siddharth Rao,South,Clothing,Leather Belt,2,87.06,174.12,Debit Card,Completed
ORD-2025324,20-12-2025,2025,Dec,2025-12,CUST-1005,Vikram Singh,West,Home & Kitchen,Coffee Maker,5,333.87,1669.35,Debit Card,Completed
ORD-2025325,30-10-2025,2025,Oct,2025-10,CUST-1009,Amit Joshi,West,Books & Media,Python Programming Book,4,30.79,123.16,Debit Card,Completed
ORD-2025326,07-07-2025,2025,Jul,2025-07,CUST-1007,Siddharth Rao,South,Home & Kitchen,Air Fryer,3,68.19,204.57,UPI,Completed
ORD-2025327,16-03-2025,2025,Mar,2025-03,CUST-1010,Sneha Kulkarni,West,Electronics,Smartwatch,3,1040.36,3121.08,Net Banking,Completed
ORD-2025328,14-06-2025,2025,Jun,2025-06,CUST-1010,Sneha Kulkarni,West,Electronics,Smartwatch,5,733.74,3668.7,UPI,Completed
ORD-2025329,19-12-2025,2025,Dec,2025-12,CUST-1010,Sneha Kulkarni,West,Clothing,Cotton T-Shirt,1,55.33,55.33,UPI,Completed
ORD-2025330,13-07-2025,2025,Jul,2025-07,CUST-1008,Pooja Mukherjee,East,Clothing,Leather Belt,4,34.56,138.24,Debit Card,Completed
ORD-2025331,27-07-2025,2025,Jul,2025-07,CUST-1007,Siddharth Rao,South,Books & Media,Productivity Planner,3,11.14,33.42,Debit Card,Completed
